race_id,state_postal,state_name,race_call_status,last_updated,precincts_reporting,precincts_total,precincts_reporting_pct,expected_vote_pct,total_votes,candidate_id,first_name,last_name,party,incumbent,vote_count,vote_pct
20241105AK0,AK,Alaska,Called,2024-11-08T00:48:50.765000+00:00,308,403,76.43,76.5,255391,8639,Donald,Trump,GOP,False,141826,55.53
20241105AK0,AK,Alaska,Called,2024-11-08T00:48:50.765000+00:00,308,403,76.43,76.5,255391,64984,Kamala,Harris,Dem,False,103200,40.41
20241105AK0,AK,Alaska,Called,2024-11-08T00:48:50.765000+00:00,308,403,76.43,76.5,255391,71841,Robert,Kennedy,PEC,False,4331,1.7
20241105AK0,AK,Alaska,Called,2024-11-08T00:48:50.765000+00:00,308,403,76.43,76.5,255391,69459,Chase,Oliver,Lib,False,2267,0.89
20241105AK0,AK,Alaska,Called,2024-11-08T00:48:50.765000+00:00,308,403,76.43,76.5,255391,895,Jill,Stein,PEC,False,1675,0.66
20241105AK0,AK,Alaska,Called,2024-11-08T00:48:50.765000+00:00,308,403,76.43,76.5,255391,71845,Cornel,West,Aur,False,910,0.36
20241105AK0,AK,Alaska,Called,2024-11-08T00:48:50.765000+00:00,308,403,76.43,76.5,255391,61513,Randall,Terry,CST,False,677,0.27
20241105AK0,AK,Alaska,Called,2024-11-08T00:48:50.765000+00:00,308,403,76.43,76.5,255391,167861,Peter,Sonski,ASP,False,505,0.2
20241105AL0,AL,Alabama,Called,2024-11-07T21:26:29.365000+00:00,2008,2028,99.01,99.0,2248337,8639,Donald,Trump,GOP,False,1457704,64.83
20241105AL0,AL,Alabama,Called,2024-11-07T21:26:29.365000+00:00,2008,2028,99.01,99.0,2248337,64984,Kamala,Harris,Dem,False,769391,34.22
20241105AL0,AL,Alabama,Called,2024-11-07T21:26:29.365000+00:00,2008,2028,99.01,99.0,2248337,71841,Robert,Kennedy,Ind,False,12026,0.53
20241105AL0,AL,Alabama,Called,2024-11-07T21:26:29.365000+00:00,2008,2028,99.01,99.0,2248337,69459,Chase,Oliver,Ind,False,4915,0.22
20241105AL0,AL,Alabama,Called,2024-11-07T21:26:29.365000+00:00,2008,2028,99.01,99.0,2248337,895,Jill,Stein,Ind,False,4301,0.19
20241105AR0,AR,Arkansas,Called,2024-11-07T22:36:32.885000+00:00,2813,2841,99.01,99.0,1180865,8639,Donald,Trump,GOP,False,758583,64.24
20241105AR0,AR,Arkansas,Called,2024-11-07T22:36:32.885000+00:00,2813,2841,99.01,99.0,1180865,64984,Kamala,Harris,Dem,False,395816,33.52
20241105AR0,AR,Arkansas,Called,2024-11-07T22:36:32.885000+00:00,2813,2841,99.01,99.0,1180865,71841,Robert,Kennedy,Ind,False,13223,1.12
20241105AR0,AR,Arkansas,Called,2024-11-07T22:36:32.885000+00:00,2813,2841,99.01,99.0,1180865,69459,Chase,Oliver,Lib,False,5707,0.48
20241105AR0,AR,Arkansas,Called,2024-11-07T22:36:32.885000+00:00,2813,2841,99.01,99.0,1180865,895,Jill,Stein,Grn,False,4264,0.36
20241105AR0,AR,Arkansas,Called,2024-11-07T22:36:32.885000+00:00,2813,2841,99.01,99.0,1180865,167861,Peter,Sonski,ASP,False,2130,0.18
20241105AR0,AR,Arkansas,Called,2024-11-07T22:36:32.885000+00:00,2813,2841,99.01,99.0,1180865,168059,Michael,Wood,Pro,False,1142,0.1
20241105AZ0,AZ,Arizona,Too Early to Call,2024-11-08T02:07:31.421000+00:00,1320,1736,76.04,76.02,2639648,8639,Donald,Trump,GOP,False,1385169,52.48
20241105AZ0,AZ,Arizona,Too Early to Call,2024-11-08T02:07:31.421000+00:00,1320,1736,76.04,76.02,2639648,64984,Kamala,Harris,Dem,False,1229977,46.6
20241105AZ0,AZ,Arizona,Too Early to Call,2024-11-08T02:07:31.421000+00:00,1320,1736,76.04,76.02,2639648,69459,Chase,Oliver,Lib,False,12310,0.47
20241105AZ0,AZ,Arizona,Too Early to Call,2024-11-08T02:07:31.421000+00:00,1320,1736,76.04,76.02,2639648,895,Jill,Stein,Grn,False,12192,0.46
20241105CA0,CA,California,Called,2024-11-08T02:06:37.093000+00:00,14494,24811,58.42,58.42,10566354,64984,Kamala,Harris,Dem,False,6086240,57.6
20241105CA0,CA,California,Called,2024-11-08T02:06:37.093000+00:00,14494,24811,58.42,58.42,10566354,8639,Donald,Trump,GOP,False,4199239,39.74
20241105CA0,CA,California,Called,2024-11-08T02:06:37.093000+00:00,14494,24811,58.42,58.42,10566354,71841,Robert,Kennedy,AIP,False,116095,1.1
20241105CA0,CA,California,Called,2024-11-08T02:06:37.093000+00:00,14494,24811,58.42,58.42,10566354,895,Jill,Stein,Grn,False,87603,0.83
20241105CA0,CA,California,Called,2024-11-08T02:06:37.093000+00:00,14494,24811,58.42,58.42,10566354,69459,Chase,Oliver,Lib,False,39633,0.38
