race_id,state_postal,county_name,county_fips,county_id,precincts_reporting,precincts_total,precincts_reporting_pct,expected_vote_pct,total_votes,registered_voters,last_updated,candidate_id,first_name,last_name,party,vote_count,vote_pct
20241105AZ4021,AZ,Apache,04001,3001,26,44,59.09,59.67,24667,57507,2024-11-07T01:28:18.927000+00:00,64361,Ruben,Gallego,Dem,15272,61.91
20241105AZ4021,AZ,Apache,04001,3001,26,44,59.09,59.67,24667,57507,2024-11-07T01:28:18.927000+00:00,70992,Kari,Lake,GOP,8909,36.12
20241105AZ4021,AZ,Apache,04001,3001,26,44,59.09,59.67,24667,57507,2024-11-07T01:28:18.927000+00:00,167853,Eduardo,Quintana,Grn,486,1.97
20241105AZ4021,AZ,Cochise,04003,3002,23,55,41.82,42.0,25348,93667,2024-11-08T01:23:00.527000+00:00,70992,Kari,Lake,GOP,15996,63.11
20241105AZ4021,AZ,Cochise,04003,3002,23,55,41.82,42.0,25348,93667,2024-11-08T01:23:00.527000+00:00,64361,Ruben,Gallego,Dem,8741,34.48
20241105AZ4021,AZ,Cochise,04003,3002,23,55,41.82,42.0,25348,93667,2024-11-08T01:23:00.527000+00:00,167853,Eduardo,Quintana,Grn,611,2.41
20241105AZ4021,AZ,Coconino,04005,3003,68,75,90.67,91.3,64646,107747,2024-11-08T01:48:41.362000+00:00,64361,Ruben,Gallego,Dem,40141,62.09
20241105AZ4021,AZ,Coconino,04005,3003,68,75,90.67,91.3,64646,107747,2024-11-08T01:48:41.362000+00:00,70992,Kari,Lake,GOP,22992,35.57
20241105AZ4021,AZ,Coconino,04005,3003,68,75,90.67,91.3,64646,107747,2024-11-08T01:48:41.362000+00:00,167853,Eduardo,Quintana,Grn,1513,2.34
20241105AZ4021,AZ,Gila,04007,3004,34,39,87.18,87.0,23771,38962,2024-11-07T20:58:02.840000+00:00,70992,Kari,Lake,GOP,15143,63.7
20241105AZ4021,AZ,Gila,04007,3004,34,39,87.18,87.0,23771,38962,2024-11-07T20:58:02.840000+00:00,64361,Ruben,Gallego,Dem,8180,34.41
20241105AZ4021,AZ,Gila,04007,3004,34,39,87.18,87.0,23771,38962,2024-11-07T20:58:02.840000+00:00,167853,Eduardo,Quintana,Grn,448,1.88
20241105AZ4021,AZ,Graham,04009,3005,23,23,100.0,99.0,14992,23295,2024-11-08T00:58:59.701000+00:00,70992,Kari,Lake,GOP,10385,69.27
20241105AZ4021,AZ,Graham,04009,3005,23,23,100.0,99.0,14992,23295,2024-11-08T00:58:59.701000+00:00,64361,Ruben,Gallego,Dem,4234,28.24
20241105AZ4021,AZ,Graham,04009,3005,23,23,100.0,99.0,14992,23295,2024-11-08T00:58:59.701000+00:00,167853,Eduardo,Quintana,Grn,373,2.49
20241105AZ4021,AZ,Greenlee,04011,3006,6,6,100.0,97.7,3264,5283,2024-11-07T00:43:27.655000+00:00,70992,Kari,Lake,GOP,2065,63.27
20241105AZ4021,AZ,Greenlee,04011,3006,6,6,100.0,97.7,3264,5283,2024-11-07T00:43:27.655000+00:00,64361,Ruben,Gallego,Dem,1096,33.58
20241105AZ4021,AZ,Greenlee,04011,3006,6,6,100.0,97.7,3264,5283,2024-11-07T00:43:27.655000+00:00,167853,Eduardo,Quintana,Grn,103,3.16
20241105AZ4021,AZ,La Paz,04012,3007,10,11,90.91,91.0,6983,14505,2024-11-08T00:24:18.720000+00:00,70992,Kari,Lake,GOP,4675,66.95
