race_id,state_postal,state_name,race_call_status,last_updated,precincts_reporting,precincts_total,precincts_reporting_pct,expected_vote_pct,total_votes,candidate_id,first_name,last_name,party,incumbent,vote_count,vote_pct
20141104AK2010,AK,Alaska,Unknown,2022-10-27T15:26:48.580000+00:00,441,441,100,100,0,6399,Bill,Walker,NPA,False,134658,48.25
20141104AK2010,AK,Alaska,Unknown,2022-10-27T15:26:48.580000+00:00,441,441,100,100,0,6023,Sean,Parnell,GOP,True,128435,46.02
20141104AK2010,AK,Alaska,Unknown,2022-10-27T15:26:48.580000+00:00,441,441,100,100,0,6382,Carolyn,Clift,Lib,False,8985,3.22
20141104AK2010,AK,Alaska,Unknown,2022-10-27T15:26:48.580000+00:00,441,441,100,100,0,6400,J.R.,Myers,CST,False,6987,2.5
20141104AL1019,AL,Alabama,Unknown,2022-10-27T15:26:49.650000+00:00,2469,2469,100,100,0,4433,Robert,Bentley,GOP,True,750231,63.69
20141104AL1019,AL,Alabama,Unknown,2022-10-27T15:26:49.650000+00:00,2469,2469,100,100,0,4691,Parker,Griffith,Dem,False,427787,36.31
20141104AR5626,AR,Arkansas,Unknown,2022-10-27T15:27:04.397000+00:00,2654,2654,100,100,0,12182,Asa,Hutchinson,GOP,False,470429,55.44
20141104AR5626,AR,Arkansas,Unknown,2022-10-27T15:27:04.397000+00:00,2654,2654,100,100,0,12177,Mike,Ross,Dem,False,352115,41.49
20141104AR5626,AR,Arkansas,Unknown,2022-10-27T15:27:04.397000+00:00,2654,2654,100,100,0,12511,Frank,Gilbert,Lib,False,16319,1.92
20141104AR5626,AR,Arkansas,Unknown,2022-10-27T15:27:04.397000+00:00,2654,2654,100,100,0,12512,Joshua,Drake,Grn,False,9729,1.15
20141104AZ3014,AZ,Arizona,Unknown,2022-10-27T15:27:42.950000+00:00,1566,1566,100,100,0,9199,Doug,Ducey,GOP,False,805062,53.5
20141104AZ3014,AZ,Arizona,Unknown,2022-10-27T15:27:42.950000+00:00,1566,1566,100,100,0,9197,Fred,DuVal,Dem,False,626921,41.66
20141104AZ3014,AZ,Arizona,Unknown,2022-10-27T15:27:42.950000+00:00,1566,1566,100,100,0,9352,Barry,Hess,Lib,False,57337,3.81
20141104AZ3014,AZ,Arizona,Unknown,2022-10-27T15:27:42.950000+00:00,1566,1566,100,100,0,9351,J.L.,Mealer,AmE,False,15432,1.03
20141104CA6123,CA,California,Unknown,2022-10-27T15:27:50.370000+00:00,24435,24435,100,100,0,19229,Jerry,Brown,Dem,True,4388368,59.97
20141104CA6123,CA,California,Unknown,2022-10-27T15:27:50.370000+00:00,24435,24435,100,100,0,19525,Neel,Kashkari,GOP,False,2929213,40.03
20141104CO6619,CO,Colorado,Unknown,2022-10-27T15:28:11.547000+00:00,2964,2964,100,100,0,12204,John,Hickenlooper,Dem,True,1006433,49.3
20141104CO6619,CO,Colorado,Unknown,2022-10-27T15:28:11.547000+00:00,2964,2964,100,100,0,12208,Bob,Beauprez,GOP,False,938195,45.95
20141104CO6619,CO,Colorado,Unknown,2022-10-27T15:28:11.547000+00:00,2964,2964,100,100,0,12380,Matthew,Hess,Lib,False,39590,1.94
20141104CO6619,CO,Colorado,Unknown,2022-10-27T15:28:11.547000+00:00,2964,2964,100,100,0,12382,Harry,Hempy,Grn,False,27391,1.34
20141104CO6619,CO,Colorado,Unknown,2022-10-27T15:28:11.547000+00:00,2964,2964,100,100,0,12372,Mike,Dunafon,Una,False,24042,1.18
20141104CO6619,CO,Colorado,Unknown,2022-10-27T15:28:11.547000+00:00,2964,2964,100,100,0,12373,Paul,Fiorino,Una,False,5923,0.29
20141104CT7019,CT,Connecticut,Unknown,2022-10-27T15:28:57.780000+00:00,701,701,100,100,0,19237,Dan,Malloy,Dem,True,554314,50.76
20141104CT7019,CT,Connecticut,Unknown,2022-10-27T15:28:57.780000+00:00,701,701,100,100,0,19612,Tom,Foley,GOP,False,526295,48.19
20141104CT7019,CT,Connecticut,Unknown,2022-10-27T15:28:57.780000+00:00,701,701,100,100,0,19884,Joe,Visconti,PEC,False,11456,1.05
20141104FL10045,FL,Florida,Unknown,2022-10-27T15:29:46.817000+00:00,5798,5798,100,100,0,19378,Rick,Scott,GOP,True,2865343,48.15
20141104FL10045,FL,Florida,Unknown,2022-10-27T15:29:46.817000+00:00,5798,5798,100,100,0,19681,Charlie,Crist,Dem,False,2801198,47.07
20141104FL10045,FL,Florida,Unknown,2022-10-27T15:29:46.817000+00:00,5798,5798,100,100,0,20094,Adrian,Wyllie,Lib,False,223356,3.75
20141104FL10045,FL,Florida,Unknown,2022-10-27T15:29:46.817000+00:00,5798,5798,100,100,0,20092,Glenn,Burkett,NPA,False,41341,0.69
20141104FL10045,FL,Florida,Unknown,2022-10-27T15:29:46.817000+00:00,5798,5798,100,100,0,20093,Farid,Khavari,NPA,False,20186,0.34
20141104GA12029,GA,Georgia,Unknown,2022-10-27T15:30:13.267000+00:00,2727,2727,100,100,0,19907,Nathan,Deal,GOP,True,1345237,52.75
20141104GA12029,GA,Georgia,Unknown,2022-10-27T15:30:13.267000+00:00,2727,2727,100,100,0,19904,Jason,Carter,Dem,False,1144794,44.89
20141104GA12029,GA,Georgia,Unknown,2022-10-27T15:30:13.267000+00:00,2727,2727,100,100,0,20176,Andrew,Hunt,Lib,False,60185,2.36
20141104HI12480,HI,Hawaii,Unknown,2022-10-27T15:31:09.483000+00:00,247,247,100,100,0,18441,David,Ige,Dem,False,181106,49.45
20141104HI12480,HI,Hawaii,Unknown,2022-10-27T15:31:09.483000+00:00,247,247,100,100,0,18397,Duke,Aiona,GOP,False,135775,37.08
20141104HI12480,HI,Hawaii,Unknown,2022-10-27T15:31:09.483000+00:00,247,247,100,100,0,18577,Mufi,Hannemann,IPH,False,42934,11.72
20141104HI12480,HI,Hawaii,Unknown,2022-10-27T15:31:09.483000+00:00,247,247,100,100,0,18572,Jeff,Davis,Lib,False,6395,1.75
20141104IA17076,IA,Iowa,Unknown,2022-10-27T15:31:11.720000+00:00,1781,1781,100,100,0,21614,Terry,Branstad,GOP,True,666023,59.05
20141104IA17076,IA,Iowa,Unknown,2022-10-27T15:31:11.720000+00:00,1781,1781,100,100,0,22086,Jack,Hatch,Dem,False,420778,37.3
20141104IA17076,IA,Iowa,Unknown,2022-10-27T15:31:11.720000+00:00,1781,1781,100,100,0,22252,Lee,Hieb,Lib,False,20319,1.8
20141104IA17076,IA,Iowa,Unknown,2022-10-27T15:31:11.720000+00:00,1781,1781,100,100,0,22251,Jim,Hennager,Oth,False,10582,0.94
20141104IA17076,IA,Iowa,Unknown,2022-10-27T15:31:11.720000+00:00,1781,1781,100,100,0,22250,Jonathan,Narcisse,Oth,False,10239,0.91
20141104ID13676,ID,Idaho,Unknown,2022-10-27T15:32:19.270000+00:00,965,965,100,100,0,18040,Butch,Otter,GOP,True,235405,53.53
20141104ID13676,ID,Idaho,Unknown,2022-10-27T15:32:19.270000+00:00,965,965,100,100,0,18250,A.J.,Balukoff,Dem,False,169556,38.56
20141104ID13676,ID,Idaho,Unknown,2022-10-27T15:32:19.270000+00:00,965,965,100,100,0,18391,John,Bujak,Lib,False,17884,4.07
20141104ID13676,ID,Idaho,Unknown,2022-10-27T15:32:19.270000+00:00,965,965,100,100,0,18392,Jill,Humble,Ind,False,8801,2
20141104ID13676,ID,Idaho,Unknown,2022-10-27T15:32:19.270000+00:00,965,965,100,100,0,18393,Steve,Pankey,CST,False,5219,1.19
20141104IL15989,IL,Illinois,Unknown,2022-10-27T15:32:42.547000+00:00,10114,10114,100,100,0,25729,Bruce,Rauner,GOP,False,1823627,50.29
20141104IL15989,IL,Illinois,Unknown,2022-10-27T15:32:42.547000+00:00,10114,10114,100,100,0,25725,Pat,Quinn,Dem,True,1681343,46.36
20141104IL15989,IL,Illinois,Unknown,2022-10-27T15:32:42.547000+00:00,10114,10114,100,100,0,26135,Chad,Grimm,Lib,False,121534,3.35
20141104KS17559,KS,Kansas,Unknown,2022-10-27T15:33:45.950000+00:00,3479,3479,100,100,0,5663,Sam,Brownback,GOP,True,433196,49.82
20141104KS17559,KS,Kansas,Unknown,2022-10-27T15:33:45.950000+00:00,3479,3479,100,100,0,5894,Paul,Davis,Dem,False,401100,46.13
20141104KS17559,KS,Kansas,Unknown,2022-10-27T15:33:45.950000+00:00,3479,3479,100,100,0,6084,Keen,Umbehr,Lib,False,35206,4.05
20141104MA22957,MA,Massachusetts,Unknown,2022-10-27T15:35:45.850000+00:00,2173,2173,100,100,0,32606,Charlie,Baker,GOP,False,1044573,48.44
