race_id,state_postal,county_name,county_fips,county_id,precincts_reporting,precincts_total,precincts_reporting_pct,expected_vote_pct,total_votes,registered_voters,last_updated,candidate_id,first_name,last_name,party,vote_count,vote_pct
20221108AK2010,AK,NA,NA,2,402,402,100,100,263752,597935,2022-12-01T00:51:23.226000+00:00,7191,Mike,Dunleavy,GOP,132632,50.29
20221108AK2010,AK,NA,NA,2,402,402,100,100,263752,597935,2022-12-01T00:51:23.226000+00:00,7190,Les,Gara,Dem,63851,24.21
20221108AK2010,AK,NA,NA,2,402,402,100,100,263752,597935,2022-12-01T00:51:23.226000+00:00,7392,Bill,Walker,NP,54668,20.73
20221108AK2010,AK,NA,NA,2,402,402,100,100,263752,597935,2022-12-01T00:51:23.226000+00:00,7196,Charlie,Pierce,GOP,11817,4.48
20221108AK2010,AK,NA,NA,2,402,402,100,100,263752,597935,2022-12-01T00:51:23.226000+00:00,7403,,Total Write-Ins,Oth,784,0.3
20221108AK2010,AK,NA,02000,2000,402,402,100,100,263752,600738,2022-12-01T00:51:23.225000+00:00,7191,Mike,Dunleavy,GOP,132632,50.29
20221108AK2010,AK,NA,02000,2000,402,402,100,100,263752,600738,2022-12-01T00:51:23.225000+00:00,7190,Les,Gara,Dem,63851,24.21
20221108AK2010,AK,NA,02000,2000,402,402,100,100,263752,600738,2022-12-01T00:51:23.225000+00:00,7392,Bill,Walker,NP,54668,20.73
20221108AK2010,AK,NA,02000,2000,402,402,100,100,263752,600738,2022-12-01T00:51:23.225000+00:00,7196,Charlie,Pierce,GOP,11817,4.48
20221108AK2010,AK,NA,02000,2000,402,402,100,100,263752,600738,2022-12-01T00:51:23.225000+00:00,7403,,Total Write-Ins,Oth,784,0.3
20221108AL1019,AL,NA,NA,1,1929,1929,100,100,1405851,2625000,2022-11-28T19:46:48.625000+00:00,5402,Kay,Ivey,GOP,946932,67.36
20221108AL1019,AL,NA,NA,1,1929,1929,100,100,1405851,2625000,2022-11-28T19:46:48.625000+00:00,6032,Yolanda,Flowers,Dem,412961,29.37
20221108AL1019,AL,NA,NA,1,1929,1929,100,100,1405851,2625000,2022-11-28T19:46:48.625000+00:00,6263,James,Blake,Lib,45958,3.27
20221108AL1019,AL,NA,01001,1001,19,19,100,100,17551,43294,2022-11-28T19:46:18.370000+00:00,5402,Kay,Ivey,GOP,13387,76.27
20221108AL1019,AL,NA,01001,1001,19,19,100,100,17551,43294,2022-11-28T19:46:18.370000+00:00,6032,Yolanda,Flowers,Dem,3515,20.03
20221108AL1019,AL,NA,01001,1001,19,19,100,100,17551,43294,2022-11-28T19:46:18.370000+00:00,6263,James,Blake,Lib,649,3.7
20221108AL1019,AL,NA,01003,1003,52,52,100,100,72402,187839,2022-11-28T19:46:18.794000+00:00,5402,Kay,Ivey,GOP,58823,81.24
20221108AL1019,AL,NA,01003,1003,52,52,100,100,72402,187839,2022-11-28T19:46:18.794000+00:00,6032,Yolanda,Flowers,Dem,10296,14.22
20221108AL1019,AL,NA,01003,1003,52,52,100,100,72402,187839,2022-11-28T19:46:18.794000+00:00,6263,James,Blake,Lib,3283,4.53
20221108AL1019,AL,NA,01005,1005,16,16,100,100,6530,17216,2022-11-28T19:46:19.195000+00:00,5402,Kay,Ivey,GOP,3888,59.54
20221108AL1019,AL,NA,01005,1005,16,16,100,100,6530,17216,2022-11-28T19:46:19.195000+00:00,6032,Yolanda,Flowers,Dem,2549,39.04
20221108AL1019,AL,NA,01005,1005,16,16,100,100,6530,17216,2022-11-28T19:46:19.195000+00:00,6263,James,Blake,Lib,93,1.42
20221108AL1019,AL,NA,01007,1007,8,8,100,100,5840,14683,2022-11-28T19:46:19.746000+00:00,5402,Kay,Ivey,GOP,4681,80.15
20221108AL1019,AL,NA,01007,1007,8,8,100,100,5840,14683,2022-11-28T19:46:19.746000+00:00,6032,Yolanda,Flowers,Dem,930,15.92
20221108AL1019,AL,NA,01007,1007,8,8,100,100,5840,14683,2022-11-28T19:46:19.746000+00:00,6263,James,Blake,Lib,229,3.92
20221108AL1019,AL,NA,01009,1009,24,24,100,100,16528,41674,2022-11-28T19:46:20.170000+00:00,5402,Kay,Ivey,GOP,14895,90.12
20221108AL1019,AL,NA,01009,1009,24,24,100,100,16528,41674,2022-11-28T19:46:20.170000+00:00,6032,Yolanda,Flowers,Dem,930,5.63
20221108AL1019,AL,NA,01009,1009,24,24,100,100,16528,41674,2022-11-28T19:46:20.170000+00:00,6263,James,Blake,Lib,703,4.25
20221108AL1019,AL,NA,01011,1011,8,8,100,100,2653,7151,2022-11-28T19:46:20.582000+00:00,6032,Yolanda,Flowers,Dem,1806,68.07
20221108AL1019,AL,NA,01011,1011,8,8,100,100,2653,7151,2022-11-28T19:46:20.582000+00:00,5402,Kay,Ivey,GOP,802,30.23
20221108AL1019,AL,NA,01011,1011,8,8,100,100,2653,7151,2022-11-28T19:46:20.582000+00:00,6263,James,Blake,Lib,45,1.7
20221108AL1019,AL,NA,01013,1013,21,21,100,100,5915,14282,2022-11-28T19:46:20.983000+00:00,5402,Kay,Ivey,GOP,3856,65.19
20221108AL1019,AL,NA,01013,1013,21,21,100,100,5915,14282,2022-11-28T19:46:20.983000+00:00,6032,Yolanda,Flowers,Dem,1937,32.75
20221108AL1019,AL,NA,01013,1013,21,21,100,100,5915,14282,2022-11-28T19:46:20.983000+00:00,6263,James,Blake,Lib,122,2.06
20221108AL1019,AL,NA,01015,1015,43,43,100,100,29971,79966,2022-11-28T19:46:21.746000+00:00,5402,Kay,Ivey,GOP,22158,73.93
20221108AL1019,AL,NA,01015,1015,43,43,100,100,29971,79966,2022-11-28T19:46:21.746000+00:00,6032,Yolanda,Flowers,Dem,6912,23.06
20221108AL1019,AL,NA,01015,1015,43,43,100,100,29971,79966,2022-11-28T19:46:21.746000+00:00,6263,James,Blake,Lib,901,3.01
20221108AL1019,AL,NA,01017,1017,16,16,100,100,9097,25765,2022-11-28T19:46:22.165000+00:00,5402,Kay,Ivey,GOP,5961,65.53
20221108AL1019,AL,NA,01017,1017,16,16,100,100,9097,25765,2022-11-28T19:46:22.165000+00:00,6032,Yolanda,Flowers,Dem,2890,31.77
20221108AL1019,AL,NA,01017,1017,16,16,100,100,9097,25765,2022-11-28T19:46:22.165000+00:00,6263,James,Blake,Lib,246,2.7
20221108AL1019,AL,NA,01019,1019,23,23,100,100,7813,19994,2022-11-28T19:46:22.571000+00:00,5402,Kay,Ivey,GOP,6971,89.22
20221108AL1019,AL,NA,01019,1019,23,23,100,100,7813,19994,2022-11-28T19:46:22.571000+00:00,6032,Yolanda,Flowers,Dem,653,8.36
20221108AL1019,AL,NA,01019,1019,23,23,100,100,7813,19994,2022-11-28T19:46:22.571000+00:00,6263,James,Blake,Lib,189,2.42
20221108AL1019,AL,NA,01021,1021,18,18,100,100,12159,29867,2022-11-28T19:46:23.001000+00:00,5402,Kay,Ivey,GOP,10541,86.69
20221108AL1019,AL,NA,01021,1021,18,18,100,100,12159,29867,2022-11-28T19:46:23.001000+00:00,6032,Yolanda,Flowers,Dem,1268,10.43
20221108AL1019,AL,NA,01021,1021,18,18,100,100,12159,29867,2022-11-28T19:46:23.001000+00:00,6263,James,Blake,Lib,350,2.88
20221108AL1019,AL,NA,01023,1023,32,32,100,100,5243,10723,2022-11-28T19:46:23.542000+00:00,5402,Kay,Ivey,GOP,3300,62.94
20221108AL1019,AL,NA,01023,1023,32,32,100,100,5243,10723,2022-11-28T19:46:23.542000+00:00,6032,Yolanda,Flowers,Dem,1841,35.11
20221108AL1019,AL,NA,01023,1023,32,32,100,100,5243,10723,2022-11-28T19:46:23.542000+00:00,6263,James,Blake,Lib,102,1.95
20221108AL1019,AL,NA,01025,1025,29,29,100,100,9042,19019,2022-11-28T19:46:24.124000+00:00,5402,Kay,Ivey,GOP,5359,59.27
20221108AL1019,AL,NA,01025,1025,29,29,100,100,9042,19019,2022-11-28T19:46:24.124000+00:00,6032,Yolanda,Flowers,Dem,3556,39.33
20221108AL1019,AL,NA,01025,1025,29,29,100,100,9042,19019,2022-11-28T19:46:24.124000+00:00,6263,James,Blake,Lib,127,1.4
20221108AL1019,AL,NA,01027,1027,15,15,100,100,4227,10338,2022-11-28T19:46:24.425000+00:00,5402,Kay,Ivey,GOP,3638,86.07
20221108AL1019,AL,NA,01027,1027,15,15,100,100,4227,10338,2022-11-28T19:46:24.425000+00:00,6032,Yolanda,Flowers,Dem,480,11.36
20221108AL1019,AL,NA,01027,1027,15,15,100,100,4227,10338,2022-11-28T19:46:24.425000+00:00,6263,James,Blake,Lib,109,2.58
20221108AL1019,AL,NA,01029,1029,14,14,100,100,4603,11314,2022-11-28T19:46:24.819000+00:00,5402,Kay,Ivey,GOP,4200,91.24
20221108AL1019,AL,NA,01029,1029,14,14,100,100,4603,11314,2022-11-28T19:46:24.819000+00:00,6032,Yolanda,Flowers,Dem,276,6
20221108AL1019,AL,NA,01029,1029,14,14,100,100,4603,11314,2022-11-28T19:46:24.819000+00:00,6263,James,Blake,Lib,127,2.76
20221108AL1019,AL,NA,01031,1031,27,27,100,100,13895,36822,2022-11-28T19:46:25.287000+00:00,5402,Kay,Ivey,GOP,11267,81.09
20221108AL1019,AL,NA,01031,1031,27,27,100,100,13895,36822,2022-11-28T19:46:25.287000+00:00,6032,Yolanda,Flowers,Dem,2221,15.98
20221108AL1019,AL,NA,01031,1031,27,27,100,100,13895,36822,2022-11-28T19:46:25.287000+00:00,6263,James,Blake,Lib,407,2.93
20221108AL1019,AL,NA,01033,1033,34,34,100,100,17201,43443,2022-11-28T19:46:25.857000+00:00,5402,Kay,Ivey,GOP,13001,75.58
20221108AL1019,AL,NA,01033,1033,34,34,100,100,17201,43443,2022-11-28T19:46:25.857000+00:00,6032,Yolanda,Flowers,Dem,3739,21.74
20221108AL1019,AL,NA,01033,1033,34,34,100,100,17201,43443,2022-11-28T19:46:25.857000+00:00,6263,James,Blake,Lib,461,2.68
20221108AL1019,AL,NA,01035,1035,31,31,100,100,4467,9840,2022-11-28T19:46:26.294000+00:00,5402,Kay,Ivey,GOP,2618,58.61
20221108AL1019,AL,NA,01035,1035,31,31,100,100,4467,9840,2022-11-28T19:46:26.294000+00:00,6032,Yolanda,Flowers,Dem,1782,39.89
20221108AL1019,AL,NA,01035,1035,31,31,100,100,4467,9840,2022-11-28T19:46:26.294000+00:00,6263,James,Blake,Lib,67,1.5
20221108AL1019,AL,NA,01037,1037,12,12,100,100,3821,8155,2022-11-28T19:46:26.678000+00:00,5402,Kay,Ivey,GOP,2685,70.27
