race_id,state_postal,county_name,county_fips,county_id,precincts_reporting,precincts_total,precincts_reporting_pct,expected_vote_pct,total_votes,registered_voters,last_updated,candidate_id,option_name,vote_count,vote_pct
20241105WV83127,WV,Barbour,54001,49001,13,13,100.0,99.0,6236,9875,2024-11-06T15:56:43.284000+00:00,167935,For,3290,52.76
20241105WV83127,WV,Barbour,54001,49001,13,13,100.0,99.0,6236,9875,2024-11-06T15:56:43.284000+00:00,167936,Against,2946,47.24
20241105WV83127,WV,Berkeley,54003,49002,80,80,100.0,99.0,45204,95434,2024-11-06T19:45:57.083000+00:00,167935,For,23341,51.63
20241105WV83127,WV,Berkeley,54003,49002,80,80,100.0,99.0,45204,95434,2024-11-06T19:45:57.083000+00:00,167936,Against,21863,48.37
20241105WV83127,WV,Boone,54005,49003,26,26,100.0,99.0,7002,14161,2024-11-06T02:13:25.180000+00:00,167935,For,3704,52.9
20241105WV83127,WV,Boone,54005,49003,26,26,100.0,99.0,7002,14161,2024-11-06T02:13:25.180000+00:00,167936,Against,3298,47.1
20241105WV83127,WV,Braxton,54007,49004,18,18,100.0,73.58,4363,8336,2024-11-06T03:39:29.445000+00:00,167936,Against,2232,51.16
20241105WV83127,WV,Braxton,54007,49004,18,18,100.0,73.58,4363,8336,2024-11-06T03:39:29.445000+00:00,167935,For,2131,48.84
20241105WV83127,WV,Brooke,54009,49005,21,21,100.0,99.0,8258,15030,2024-11-06T02:13:44.422000+00:00,167935,For,4405,53.34
20241105WV83127,WV,Brooke,54009,49005,21,21,100.0,99.0,8258,15030,2024-11-06T02:13:44.422000+00:00,167936,Against,3853,46.66
20241105WV83127,WV,Cabell,54011,49006,68,68,100.0,99.0,31288,58490,2024-11-06T03:19:17.975000+00:00,167936,Against,16337,52.21
20241105WV83127,WV,Cabell,54011,49006,68,68,100.0,99.0,31288,58490,2024-11-06T03:19:17.975000+00:00,167935,For,14951,47.79
20241105WV83127,WV,Calhoun,54013,49007,10,10,100.0,91.04,2622,4478,2024-11-06T20:00:30.359000+00:00,167935,For,1373,52.36
20241105WV83127,WV,Calhoun,54013,49007,10,10,100.0,91.04,2622,4478,2024-11-06T20:00:30.359000+00:00,167936,Against,1249,47.64
20241105WV83127,WV,Clay,54015,49008,11,11,100.0,98.98,2727,5319,2024-11-06T21:16:51.209000+00:00,167935,For,1393,51.08
20241105WV83127,WV,Clay,54015,49008,11,11,100.0,98.98,2727,5319,2024-11-06T21:16:51.209000+00:00,167936,Against,1334,48.92
20241105WV83127,WV,Doddridge,54017,49009,12,12,100.0,82.03,2666,4518,2024-11-06T02:24:45.867000+00:00,167935,For,1597,59.9
20241105WV83127,WV,Doddridge,54017,49009,12,12,100.0,82.03,2666,4518,2024-11-06T02:24:45.867000+00:00,167936,Against,1069,40.1
20241105WV83127,WV,Fayette,54019,49010,40,40,100.0,77.66,13237,26215,2024-11-06T03:20:53.997000+00:00,167935,For,6886,52.02
20241105WV83127,WV,Fayette,54019,49010,40,40,100.0,77.66,13237,26215,2024-11-06T03:20:53.997000+00:00,167936,Against,6351,47.98
20241105WV83127,WV,Gilmer,54021,49011,10,10,100.0,66.91,1947,3732,2024-11-06T19:50:29.839000+00:00,167935,For,998,51.26
20241105WV83127,WV,Gilmer,54021,49011,10,10,100.0,66.91,1947,3732,2024-11-06T19:50:29.839000+00:00,167936,Against,949,48.74
20241105WV83127,WV,Grant,54023,49012,14,14,100.0,99.0,4862,7645,2024-11-06T02:24:45.867000+00:00,167935,For,3019,62.09
20241105WV83127,WV,Grant,54023,49012,14,14,100.0,99.0,4862,7645,2024-11-06T02:24:45.867000+00:00,167936,Against,1843,37.91
20241105WV83127,WV,Greenbrier,54025,49013,28,28,100.0,99.0,12473,23207,2024-11-06T19:48:19.769000+00:00,167936,Against,6382,51.17
20241105WV83127,WV,Greenbrier,54025,49013,28,28,100.0,99.0,12473,23207,2024-11-06T19:48:19.769000+00:00,167935,For,6091,48.83
20241105WV83127,WV,Hampshire,54027,49014,25,25,100.0,99.0,9162,15184,2024-11-06T19:46:21.711000+00:00,167935,For,4960,54.14
20241105WV83127,WV,Hampshire,54027,49014,25,25,100.0,99.0,9162,15184,2024-11-06T19:46:21.711000+00:00,167936,Against,4202,45.86
20241105WV83127,WV,Hancock,54029,49015,24,24,100.0,82.01,11990,19870,2024-11-06T19:46:29.611000+00:00,167935,For,6696,55.85
20241105WV83127,WV,Hancock,54029,49015,24,24,100.0,82.01,11990,19870,2024-11-06T19:46:29.611000+00:00,167936,Against,5294,44.15
20241105WV83127,WV,Hardy,54031,49016,14,14,100.0,99.0,5791,9416,2024-11-06T15:23:11.393000+00:00,167936,Against,2981,51.48
20241105WV83127,WV,Hardy,54031,49016,14,14,100.0,99.0,5791,9416,2024-11-06T15:23:11.393000+00:00,167935,For,2810,48.52
20241105WV83127,WV,Harrison,54033,49017,65,65,100.0,85.07,27049,45389,2024-11-06T19:41:29.587000+00:00,167935,For,14473,53.51
20241105WV83127,WV,Harrison,54033,49017,65,65,100.0,85.07,27049,45389,2024-11-06T19:41:29.587000+00:00,167936,Against,12576,46.49
20241105WV83127,WV,Jackson,54035,49018,30,30,100.0,99.0,11572,19039,2024-11-06T21:16:10.937000+00:00,167936,Against,5878,50.8
20241105WV83127,WV,Jackson,54035,49018,30,30,100.0,99.0,11572,19039,2024-11-06T21:16:10.937000+00:00,167935,For,5694,49.2
20241105WV83127,WV,Jefferson,54037,49019,32,32,100.0,99.0,26620,45990,2024-11-06T19:27:29.272000+00:00,167936,Against,14436,54.23
20241105WV83127,WV,Jefferson,54037,49019,32,32,100.0,99.0,26620,45990,2024-11-06T19:27:29.272000+00:00,167935,For,12184,45.77
20241105WV83127,WV,Kanawha,54039,49020,184,184,100.0,99.0,65307,121037,2024-11-06T21:16:31.088000+00:00,167936,Against,36795,56.34
20241105WV83127,WV,Kanawha,54039,49020,184,184,100.0,99.0,65307,121037,2024-11-06T21:16:31.088000+00:00,167935,For,28512,43.66
20241105WV83127,WV,Lewis,54041,49021,23,23,100.0,99.0,6179,10579,2024-11-06T21:16:20.929000+00:00,167935,For,3122,50.53
20241105WV83127,WV,Lewis,54041,49021,23,23,100.0,99.0,6179,10579,2024-11-06T21:16:20.929000+00:00,167936,Against,3057,49.47
20241105WV83127,WV,Lincoln,54043,49022,14,14,100.0,98.99,6106,12634,2024-11-06T03:57:30.435000+00:00,167935,For,3374,55.26
