race_id,state_postal,county_name,county_fips,county_id,precincts_reporting,precincts_total,precincts_reporting_pct,expected_vote_pct,total_votes,registered_voters,last_updated,candidate_id,first_name,last_name,party,vote_count,vote_pct
20181106AK2010,AK,NA,NA,NA,442,442,100,100,282529,0,2022-10-26T14:49:46.550000+00:00,6733,Mike,Dunleavy,GOP,145631,51.55
20181106AK2010,AK,NA,NA,NA,442,442,100,100,282529,0,2022-10-26T14:49:46.550000+00:00,6731,Mark,Begich,Dem,125739,44.5
20181106AK2010,AK,NA,NA,NA,442,442,100,100,282529,0,2022-10-26T14:49:46.550000+00:00,6399,Bill,Walker,Udl,5757,2.04
20181106AK2010,AK,NA,NA,NA,442,442,100,100,282529,0,2022-10-26T14:49:46.550000+00:00,6884,Billy,Toien,Lib,5402,1.91
20181106AK2010,AK,NA,02000,NA,442,442,100,0,282529,0,2022-10-26T14:49:46.777000+00:00,6733,Mike,Dunleavy,GOP,145631,51.55
20181106AK2010,AK,NA,02000,NA,442,442,100,0,282529,0,2022-10-26T14:49:46.777000+00:00,6731,Mark,Begich,Dem,125739,44.5
20181106AK2010,AK,NA,02000,NA,442,442,100,0,282529,0,2022-10-26T14:49:46.777000+00:00,6399,Bill,Walker,Udl,5757,2.04
20181106AK2010,AK,NA,02000,NA,442,442,100,0,282529,0,2022-10-26T14:49:46.777000+00:00,6884,Billy,Toien,Lib,5402,1.91
20181106AL1019,AL,NA,NA,NA,2203,2203,100,100,1716952,0,2022-10-26T14:49:47.107000+00:00,5402,Kay,Ivey,GOP,1022457,59.55
20181106AL1019,AL,NA,NA,NA,2203,2203,100,100,1716952,0,2022-10-26T14:49:47.107000+00:00,5397,Walt,Maddox,Dem,694495,40.45
20181106AL1019,AL,NA,01001,NA,19,19,100,0,19728,0,2022-10-26T14:49:47.223000+00:00,5402,Kay,Ivey,GOP,13994,70.93
20181106AL1019,AL,NA,01001,NA,19,19,100,0,19728,0,2022-10-26T14:49:47.223000+00:00,5397,Walt,Maddox,Dem,5734,29.07
20181106AL1019,AL,NA,01003,NA,50,50,100,0,77879,0,2022-10-26T14:49:47.340000+00:00,5402,Kay,Ivey,GOP,57415,73.72
20181106AL1019,AL,NA,01003,NA,50,50,100,0,77879,0,2022-10-26T14:49:47.340000+00:00,5397,Walt,Maddox,Dem,20464,26.28
