race_id,state_postal,county_name,county_fips,county_id,precincts_reporting,precincts_total,precincts_reporting_pct,expected_vote_pct,total_votes,registered_voters,last_updated,candidate_id,first_name,last_name,party,vote_count,vote_pct
20181106AZ4021,AZ,NA,NA,NA,1489,1489,100,100,2383742,0,2022-10-26T14:50:32.080000+00:00,9830,Kyrsten,Sinema,Dem,1191100,49.97
20181106AZ4021,AZ,NA,NA,NA,1489,1489,100,100,2383742,0,2022-10-26T14:50:32.080000+00:00,9829,Martha,McSally,GOP,1135200,47.62
20181106AZ4021,AZ,NA,NA,NA,1489,1489,100,100,2383742,0,2022-10-26T14:50:32.080000+00:00,10066,Angela,Green,Grn,57442,2.41
20181106AZ4021,AZ,NA,04001,NA,44,44,100,0,25069,0,2022-10-26T14:50:32.230000+00:00,9830,Kyrsten,Sinema,Dem,16298,65.01
20181106AZ4021,AZ,NA,04001,NA,44,44,100,0,25069,0,2022-10-26T14:50:32.230000+00:00,9829,Martha,McSally,GOP,7810,31.15
20181106AZ4021,AZ,NA,04001,NA,44,44,100,0,25069,0,2022-10-26T14:50:32.230000+00:00,10066,Angela,Green,Grn,961,3.83
20181106AZ4021,AZ,NA,04003,NA,49,49,100,0,45524,0,2022-10-26T14:50:32.380000+00:00,9829,Martha,McSally,GOP,26929,59.15
20181106AZ4021,AZ,NA,04003,NA,49,49,100,0,45524,0,2022-10-26T14:50:32.380000+00:00,9830,Kyrsten,Sinema,Dem,17383,38.18
20181106AZ4021,AZ,NA,04003,NA,49,49,100,0,45524,0,2022-10-26T14:50:32.380000+00:00,10066,Angela,Green,Grn,1212,2.66
20181106AZ4021,AZ,NA,04005,NA,71,71,100,0,55246,0,2022-10-26T14:50:32.533000+00:00,9830,Kyrsten,Sinema,Dem,34240,61.98
20181106AZ4021,AZ,NA,04005,NA,71,71,100,0,55246,0,2022-10-26T14:50:32.533000+00:00,9829,Martha,McSally,GOP,19249,34.84
20181106AZ4021,AZ,NA,04005,NA,71,71,100,0,55246,0,2022-10-26T14:50:32.533000+00:00,10066,Angela,Green,Grn,1757,3.18
20181106AZ4021,AZ,NA,04007,NA,39,39,100,0,20497,0,2022-10-26T14:50:32.733000+00:00,9829,Martha,McSally,GOP,12180,59.42
20181106AZ4021,AZ,NA,04007,NA,39,39,100,0,20497,0,2022-10-26T14:50:32.733000+00:00,9830,Kyrsten,Sinema,Dem,7643,37.29
20181106AZ4021,AZ,NA,04007,NA,39,39,100,0,20497,0,2022-10-26T14:50:32.733000+00:00,10066,Angela,Green,Grn,674,3.29
