race_id,state_postal,state_name,race_call_status,last_updated,precincts_reporting,precincts_total,precincts_reporting_pct,expected_vote_pct,total_votes,candidate_id,first_name,last_name,party,incumbent,vote_count,vote_pct
20201103DE8080,DE,Delaware,Unknown,2020-11-17T17:10:55.047000+00:00,435,435,100,100,0,10615,John,Carney,Dem,True,292903,59.46
20201103DE8080,DE,Delaware,Unknown,2020-11-17T17:10:55.047000+00:00,435,435,100,100,0,10853,Julianne,Murray,GOP,False,190312,38.63
20201103DE8080,DE,Delaware,Unknown,2020-11-17T17:10:55.047000+00:00,435,435,100,100,0,10807,Kathy,DeMatteis,IPD,False,6150,1.25
20201103DE8080,DE,Delaware,Unknown,2020-11-17T17:10:55.047000+00:00,435,435,100,100,0,10808,John,Machurek,Lib,False,3270,0.66
20201103IN15007,IN,Indiana,Unknown,2021-01-14T20:54:22.373000+00:00,5107,5107,100,100,0,21570,Eric,Holcomb,GOP,True,1706727,56.51
20201103IN15007,IN,Indiana,Unknown,2021-01-14T20:54:22.373000+00:00,5107,5107,100,100,0,22157,Woodrow,Myers,Dem,False,968094,32.05
20201103IN15007,IN,Indiana,Unknown,2021-01-14T20:54:22.373000+00:00,5107,5107,100,100,0,22385,Donald,Rainwater,Lib,False,345567,11.44
20201103MO26795,MO,Missouri,Unknown,2020-12-08T21:26:54.183000+00:00,3692,3692,100,100,0,9964,Mike,Parson,GOP,True,1720202,57.11
20201103MO26795,MO,Missouri,Unknown,2020-12-08T21:26:54.183000+00:00,3692,3692,100,100,0,10243,Nicole,Galloway,Dem,False,1225771,40.69
20201103MO26795,MO,Missouri,Unknown,2020-12-08T21:26:54.183000+00:00,3692,3692,100,100,0,10570,Rik,Combs,Lib,False,49067,1.63
20201103MO26795,MO,Missouri,Unknown,2020-12-08T21:26:54.183000+00:00,3692,3692,100,100,0,10569,Jerome,Bauer,Grn,False,17234,0.57
20201103MT27003,MT,Montana,Unknown,2020-12-01T01:55:32.967000+00:00,663,663,100,100,0,35576,Greg,Gianforte,GOP,False,328548,54.43
20201103MT27003,MT,Montana,Unknown,2020-12-01T01:55:32.967000+00:00,663,663,100,100,0,35573,Mike,Cooney,Dem,False,250860,41.56
20201103MT27003,MT,Montana,Unknown,2020-12-01T01:55:32.967000+00:00,663,663,100,100,0,35577,Lyman,Bishop,Lib,False,24179,4.01
20201103NC35392,NC,North Carolina,Unknown,2020-12-17T21:20:15.007000+00:00,2662,2662,100,100,0,43788,Roy,Cooper,Dem,True,2834790,51.52
20201103NC35392,NC,North Carolina,Unknown,2020-12-17T21:20:15.007000+00:00,2662,2662,100,100,0,44929,Dan,Forest,GOP,False,2586604,47.01
20201103NC35392,NC,North Carolina,Unknown,2020-12-17T21:20:15.007000+00:00,2662,2662,100,100,0,44932,Steven,DiFiore,Lib,False,60449,1.1
20201103NC35392,NC,North Carolina,Unknown,2020-12-17T21:20:15.007000+00:00,2662,2662,100,100,0,45325,Al,Pisano,CST,False,20934,0.38
20201103ND35343,ND,North Dakota,Unknown,2020-11-17T17:09:57.887000+00:00,422,422,100,95,0,40514,Doug,Burgum,GOP,True,235479,69.23
20201103ND35343,ND,North Dakota,Unknown,2020-11-17T17:09:57.887000+00:00,422,422,100,95,0,40992,Shelley,Lenz,Dem,False,90789,26.69
20201103ND35343,ND,North Dakota,Unknown,2020-11-17T17:09:57.887000+00:00,422,422,100,95,0,40995,DuWayne,Hendrickson,Lib,False,13853,4.07
20201103NH30005,NH,New Hampshire,Unknown,2020-12-03T17:56:10.390000+00:00,304,304,100,100,0,46562,Chris,Sununu,GOP,True,516609,65.18
20201103NH30005,NH,New Hampshire,Unknown,2020-12-03T17:56:10.390000+00:00,304,304,100,100,0,48848,Dan,Feltes,Dem,False,264639,33.39
20201103NH30005,NH,New Hampshire,Unknown,2020-12-03T17:56:10.390000+00:00,304,304,100,100,0,49454,Darryl,Perry,Lib,False,11329,1.43
20201103UT45672,UT,Utah,Unknown,2020-11-24T19:59:46.017000+00:00,2619,2619,100,97,0,55902,Spencer,Cox,GOP,False,918754,63.86
20201103UT45672,UT,Utah,Unknown,2020-11-24T19:59:46.017000+00:00,2619,2619,100,97,0,55900,Chris,Peterson,Dem,False,442754,30.77
20201103UT45672,UT,Utah,Unknown,2020-11-24T19:59:46.017000+00:00,2619,2619,100,97,0,55906,Daniel,Cottam,Lib,False,51393,3.57
20201103UT45672,UT,Utah,Unknown,2020-11-24T19:59:46.017000+00:00,2619,2619,100,97,0,55907,Greg,Duerden,IAP,False,25810,1.79
20201103VT46375,VT,Vermont,Unknown,2020-11-17T16:51:59.430000+00:00,275,275,100,99,0,52392,Phil,Scott,GOP,True,248412,68.79
20201103VT46375,VT,Vermont,Unknown,2020-11-17T16:51:59.430000+00:00,275,275,100,99,0,53705,David,Zuckerman,Dem,False,99214,27.47
